Fund Holdings as of,11-Feb-22,,,,,,,,
601169,BANK OF BEIJING LTD A,XSHG,0.34,4.68,"278,640","1,304,035","1,304,035",Financials,B249NZ2
600019,BAOSHAN IRON & STEEL LTD A,XSHG,0.33,7.67,"167,316","1,283,314","1,283,314",Materials,6307954
601390,CHINA RAILWAY GROUP LTD A,XSHG,0.33,6.67,"191,600","1,277,972","1,277,972",Industrials,B292YZ3
300450,WUXI LEAD INTELLIGENT EQUIPMENT LT,XSHE,0.33,62,"20,600","1,277,200","1,277,200",Industrials,BX3G737
601988,BANK OF CHINA LTD A,XSHG,0.32,3.19,"396,200","1,263,878","1,263,878",Financials,B180B49
600660,FUYAO GLASS INDUSTRY GROUP LTD A,XSHG,0.32,46.79,"26,800","1,253,972","1,253,972",Consumer Discretionary,6353537
2371,NAURA TECHNOLOGY GROUP LTD A,XSHE,0.32,249.19,"5,000","1,245,950","1,245,950",Information Technology,B66DNR2
601658,POSTAL SAVINGS BANK OF CHINA LTD A,XSHG,0.32,6.02,"204,300","1,229,886","1,229,886",Financials,BKDQFP4
600893,AECC AVIATION POWER LTD A,XSHG,0.3,48.03,"24,600","1,181,538","1,181,538",Industrials,6479024
600999,CHINA MERCHANTS SECURITIES LTD A,XSHG,0.3,16.99,"69,510","1,180,975","1,180,975",Financials,B59QNS2
600570,HUNDSUN TECHNOLOGIES INC A,XSHG,0.3,53.69,"21,832","1,172,160","1,172,160",Information Technology,6610458
776,GF SECURITIES LTD A,XSHE,0.3,20.81,"55,900","1,163,279","1,163,279",Financials,6107176
300782,MAXSCEND MICROELECTRONICS LTD A,XSHE,0.3,263.64,"4,400","1,160,016","1,160,016",Information Technology,BKB0JW3
2493,RONGSHENG PETRO CHEMICAL LTD A,XSHE,0.29,19.84,"57,150","1,133,856","1,133,856",Materials,B4TPTS4
600028,CHINA PETROLEUM & CHEMICAL CORP A,XSHG,0.29,4.5,"251,400","1,131,300","1,131,300",Energy,6373728
2410,GLODON LTD A,XSHE,0.28,57.5,"18,900","1,086,750","1,086,750",Information Technology,B3TRP30
601818,CHINA EVERBRIGHT BANK LTD A,XSHG,0.28,3.48,"311,200","1,082,976","1,082,976",Financials,B53SCQ5
600010,INNER MONGOLIA BAOTOU STEEL UNION,XSHG,0.28,2.51,"428,080","1,074,481","1,074,481",Materials,6335933
600905,CHINA THREE GORGES RENEWABLES(GROU,XSHG,0.28,6.91,"155,200","1,072,432","1,072,432",Utilities,BNG04P7
2311,GUANGDONG HAID GROUP LTD A,XSHE,0.27,68.57,"15,600","1,069,692","1,069,692",Consumer Staples,B597PH8
601857,PETROCHINA LTD A,XSHG,0.27,5.8,"182,600","1,059,080","1,059,080",Energy,B28SLD9
166,SHENWAN HONGYUAN GROUP LTD A,XSHE,0.27,4.87,"212,100","1,032,927","1,032,927",Financials,BVHFB90
601225,SHAANXI COAL INDUSTRY LTD A,XSHG,0.27,14.15,"72,900","1,031,535","1,031,535",Energy,BJ3WDM8
600588,YONYOU NETWORK TECHNOLOGY LTD A,XSHG,0.26,33.5,"30,791","1,031,499","1,031,499",Information Technology,6346678
600009,SHANGHAI INTERNATIONAL AIRPORT LTD,XSHG,0.26,57.4,"17,734","1,017,932","1,017,932",Industrials,6104780
600958,ORIENT SECURITIES LTD A,XSHG,0.26,12.92,"78,500","1,014,220","1,014,220",Financials,BW9LF13
601985,CHINA NATIONAL NUCLEAR POWER LTD A,XSHG,0.26,7.69,"131,200","1,008,928","1,008,928",Utilities,BYL7784
600346,HENGLI PETROCHEMICAL LTD A,XSHG,0.26,25.01,"39,940","998,899","998,899",Materials,6422879
895,HENAN SHUANGHUI INVESTMENT & DEVEL,XSHE,0.26,30.77,"32,400","996,948","996,948",Consumer Staples,6128780
601628,CHINA LIFE INSURANCE LTD A,XSHG,0.25,31.6,"31,300","989,080","989,080",Financials,B1LBS82
661,CHANGCHUN HIGH & NEW TECHNOLOGY IN,XSHE,0.25,164.7,"6,000","988,200","988,200",Health Care,6195308
601009,BANK OF NANJING LTD A,XSHG,0.25,10.34,"94,060","972,580","972,580",Financials,B232ZB2
600426,SHANDONG HUALU-HENGSHENG CHEMICAL,XSHG,0.25,34.92,"27,600","963,792","963,792",Materials,6532897
625,CHONGQING CHANGAN AUTOMOBILE LTD A,XSHE,0.24,12.87,"73,212","942,238","942,238",Consumer Discretionary,6193948
2001,ZHEJIANG NHU LTD A,XSHE,0.24,32.02,"29,360","940,107","940,107",Health Care,B01KBG1
600196,SHANGHAI FOSUN PHARMACEUTICAL (GRO,XSHG,0.24,41.58,"22,493","935,259","935,259",Health Care,6121187
2709,GUANGZHOU TINCI MATERIALS TECHNOLO,XSHE,0.24,87,"10,700","930,900","930,900",Materials,BHY32T6
601989,CHINA SHIPBUILDING INDUSTRY LTD A,XSHG,0.24,4.08,"224,400","915,552","915,552",Industrials,B4X9DB3
2179,AVIC JONHON OPTRONIC TECHNOLOGY LT,XSHE,0.23,84.12,"10,803","908,748","908,748",Information Technology,B28T7X4
601600,ALUMINUM CORPORATION OF CHINA CORP,XSHG,0.23,6.15,"146,900","903,435","903,435",Materials,B1WLHY0
538,YUNNAN BAIYAO GROUP LTD A,XSHE,0.23,93.1,"9,700","903,070","903,070",Health Care,6984045
300347,HANGZHOU TIGERMED CONSULTING LTD A,XSHE,0.23,88.6,"10,100","894,860","894,860",Health Care,B7NM8L8
601377,INDUSTRIAL SECURITIES LTD A,XSHG,0.23,8.9,"100,500","894,450","894,450",Financials,B684TD1
601633,GREAT WALL MOTOR LTD A,XSHG,0.23,38.71,"23,000","890,330","890,330",Consumer Discretionary,B3WXMX4
601877,ZHEJIANG CHINT ELECTRICS LTD A,XSHG,0.23,43.32,"20,300","879,396","879,396",Industrials,B5V7S33
2459,JA SOLAR TECHNOLOGY LTD A,XSHE,0.22,75,"11,385","853,875","853,875",Information Technology,B65BYW9
688599,TRINA SOLAR LTD A,XSHG,0.22,56.5,"15,038","849,647","849,647",Information Technology,BMGX8H9
600926,BANK OF HANGZHOU LTD A,XSHG,0.22,15.09,"55,940","844,135","844,135",Financials,BD3NFF6
601138,FOXCONN INDUSTRIAL INTERNET LTD A,XSHG,0.22,11.33,"74,500","844,085","844,085",Information Technology,BFZ7XB2
1979,CHINA MERCHANTS SHEKOU INDUSTRIAL,XSHE,0.22,14.17,"59,313","840,465","840,465",Real Estate,BYY36X7
2821,ASYMCHEM LABORATORIES (TIANJIN) LT,XSHE,0.21,262.12,"3,100","812,572","812,572",Health Care,BZHJN94
600741,HUAYU AUTOMOTIVE SYSTEMS LTD A,XSHG,0.21,26.65,"30,300","807,495","807,495",Consumer Discretionary,6801713
601939,CHINA CONSTRUCTION BANK CORP A,XSHG,0.21,6.37,"126,100","803,257","803,257",Financials,B24G126
603659,SHANGHAI PUTAILAI NEW ENERGY TECHN,XSHG,0.21,129.47,"6,200","802,714","802,714",Materials,BFBCV39
601006,DAQIN RAILWAY LTD A,XSHG,0.21,7.14,"112,200","801,108","801,108",Industrials,B193HF0
601186,CHINA RAILWAY CONSTRUCTION CORP LT,XSHG,0.21,8.59,"93,200","800,588","800,588",Industrials,B2PPPG4
600176,CHINA JUSHI LTD A,XSHG,0.2,17.04,"45,418","773,923","773,923",Materials,6146845
603993,CHINA MOLYBDENUM LTD A,XSHG,0.2,5.79,"133,200","771,228","771,228",Materials,B8P39Z7
601800,CHINA COMMUNICATIONS CONSTRUCTION,XSHG,0.2,10.57,"72,800","769,496","769,496",Industrials,B6Y7DS7
300408,CHAOZHOU THREE-CIRCLE (GROUP) LTD,XSHE,0.19,35.19,"21,500","756,585","756,585",Information Technology,BSNH6Z0
876,NEW HOPE LIUHE LTD A,XSHE,0.19,17.6,"42,300","744,480","744,480",Consumer Staples,6037596
768,AVIC XIAN AIRCRAFT INDUSTRY GROUP,XSHE,0.19,26.96,"27,000","727,920","727,920",Industrials,6004017
2202,XINJIANG GOLDWIND SCIENCE&TECHNOLO,XSHE,0.19,14.53,"49,974","726,122","726,122",Industrials,B29VXG4
600150,CHINA CSSC HOLDINGS LTD A,XSHG,0.19,21.68,"33,300","721,944","721,944",Industrials,6112910
600989,NINGXIA BAOFENG ENERGY GROUP LTD A,XSHG,0.19,17.8,"40,500","720,900","720,900",Materials,BJHDDF0
157,ZOOMLION HEAVY INDUSTRY SCIENCE AN,XSHE,0.18,7.59,"93,400","708,906","708,906",Industrials,6289977
600011,HUANENG POWER INTERNATIONAL INC A,XSHG,0.18,8.67,"81,700","708,339","708,339",Utilities,6422136
2008,HANS LASER TECHNOLOGY LTD A,XSHE,0.18,44.68,"15,800","705,944","705,944",Industrials,B01KLZ0
600029,CHINA SOUTHERN AIRLINES LTD A,XSHG,0.18,7.62,"92,100","701,802","701,802",Industrials,6664972
601868,CHINA ENERGY ENGINEERING CORP LTD,XSHG,0.18,2.84,"244,000","692,960","692,960",Industrials,BMJ12Z6
786,BEIJING NEW BUILDING MATERIALS PUB,XSHE,0.18,35.9,"19,301","692,906","692,906",Industrials,6112006
601100,JIANGSU HENGLI HYDRAULIC LTD A,XSHG,0.17,68.91,"9,876","680,555","680,555",Industrials,B4PT3T9
600015,HUA XIA BANK LTD A,XSHG,0.17,5.85,"115,520","675,792","675,792",Financials,6683438
688111,BEIJING KINGSOFT OFFICE SOFTWARE I,XSHG,0.17,214.59,"3,124","670,379","670,379",Information Technology,BL2FY85
603019,DAWNING INFORMATION INDUSTRY LTD A,XSHG,0.17,31.83,"21,060","670,340","670,340",Information Technology,BRKB8G3
603806,HANGZHOU FIRST APPLIED MATERIAL LT,XSHG,0.17,99.34,"6,700","665,578","665,578",Information Technology,BQ45PY1
601066,CHINA SECURITIES LTD A,XSHG,0.17,26.96,"24,600","663,216","663,216",Financials,BG1VQ38
600584,JCET GROUP LTD A,XSHG,0.17,27.79,"23,800","661,402","661,402",Information Technology,6616519
600763,TOPCHOICE MEDICAL CORPORATION INC,XSHG,0.17,148.69,"4,400","654,236","654,236",Health Care,6091451
2236,ZHEJIANG DAHUA TECHNOLOGY LTD A,XSHE,0.17,19.14,"34,152","653,669","653,669",Information Technology,B2R8334
600547,SHANDONG GOLD-MINING LTD A,XSHG,0.17,18.97,"34,276","650,216","650,216",Materials,6683461
300316,ZHEJIANG JINGSHENG MECHANICAL & EL,XSHE,0.17,54.04,"11,900","643,076","643,076",Information Technology,B84Y5F3
3816,CGN POWER LTD A,XSHE,0.16,3.09,"207,800","642,102","642,102",Utilities,BJ9MMN6
601336,NEW CHINA LIFE INSURANCE LTD A,XSHG,0.16,40.81,"15,500","632,555","632,555",Financials,B75FVJ4
300896,IMEIK TECHNOLOGY DEVELOPMENT LTD A,XSHE,0.16,420.98,"1,500","631,470","631,470",Health Care,BN2SCG2
2050,ZHEJIANG SANHUA INTELLIGENT CONTRO,XSHE,0.16,18.83,"33,430","629,487","629,487",Industrials,B0838P1
688008,MONTAGE TECHNOLOGY LTD A,XSHG,0.16,71.48,"8,803","629,238","629,238",Information Technology,BK7F3F3
600886,SDIC POWER HOLDINGS LTD A,XSHG,0.16,10.7,"58,400","624,880","624,880",Utilities,6412687
600352,ZHEJIANG LONGSHENG GROUP LTD A,XSHG,0.16,12.81,"48,700","623,847","623,847",Materials,6673280
2555,WUHU SANQI INTERACTIVE ENTERTAINME,XSHE,0.16,24.69,"25,200","622,188","622,188",Communication,B44DPG3
600115,CHINA EASTERN AIRLINES CORP LTD A,XSHG,0.16,6.02,"103,200","621,264","621,264",Industrials,6085261
603369,JIANGSU KINGS LUCK BREWERY LTD A,XSHG,0.16,53.47,"11,616","621,108","621,108",Consumer Staples,BNB2PN3
601111,AIR CHINA LTD A,XSHG,0.16,10.97,"56,300","617,611","617,611",Industrials,B1B8WM5
600132,CHONGQING BREWERY LTD A,XSHG,0.16,133.5,"4,600","614,100","614,100",Consumer Staples,6080794
977,INSPUR ELECTRONIC INFORMATION INDU,XSHE,0.16,31.5,"19,400","611,100","611,100",Information Technology,6247726
2736,GUOSEN SECURITIES LTD A,XSHE,0.16,11.31,"53,900","609,609","609,609",Financials,BTG8088
2602,ZHEJIANG CENTURY HUATONG GROUP LTD,XSHE,0.15,7.16,"83,796","599,979","599,979",Communication,B4R3NW2
600760,AVIC SHENYANG AIRCRAFT LTD A,XSHG,0.15,51.89,"11,540","598,811","598,811",Industrials,6800709
600600,TSINGTAO BREWERY LTD A,XSHG,0.15,90.01,"6,600","594,066","594,066",Consumer Staples,6902854
963,HUADONG MEDICINE LTD A,XSHE,0.15,36.26,"16,340","592,488","592,488",Health Care,6203245
601901,FOUNDER SECURITIES LTD A,XSHG,0.15,7.63,"77,500","591,325","591,325",Financials,B3Y2110
425,XCMG CONSTRUCTION MACHINERY LTD A,XSHE,0.15,5.84,"100,200","585,168","585,168",Industrials,6984249
69,SHENZHEN OVERSEAS CHINESE TOWN LTD,XSHE,0.15,7.67,"76,000","582,920","582,920",Consumer Discretionary,6036991
300601,SHENZHEN KANGTAI BIOLOGICAL PRODUC,XSHE,0.15,78.74,"7,400","582,676","582,676",Health Care,BDHTRS7
603486,ECOVACS ROBOTICS LTD A,XSHG,0.15,129.25,"4,500","581,625","581,625",Consumer Discretionary,BFD1BQ7
601838,BANK OF CHENGDU LTD A,XSHG,0.15,15.1,"38,500","581,350","581,350",Financials,BF297W0
688036,SHENZHEN TRANSSION HOLDINGS LTD A,XSHG,0.15,130.25,"4,458","580,655","580,655",Information Technology,BKF2SW8
601155,SEAZEN HOLDINGS LTD A,XSHG,0.15,36.32,"15,900","577,488","577,488",Real Estate,BYWKWP4
601360,360 SECURITY TECHNOLOGY INC A,XSHG,0.15,10.75,"53,500","575,125","575,125",Information Technology,BFY1ZJ7
2601,LB GROUP LTD A,XSHE,0.15,25.71,"22,200","570,762","570,762",Materials,B6SGJ37
938,UNISPLENDOUR CORP LTD A,XSHE,0.14,21.08,"26,727","563,405","563,405",Information Technology,6172561
601618,METALLURGICAL CORP OF CHINA LTD A,XSHG,0.14,4.18,"134,400","561,792","561,792",Industrials,B4KPYX3
601916,CHINA ZHESHANG BANK LTD A,XSHG,0.14,3.57,"157,000","560,490","560,490",Financials,BKRQP05
300433,LENS TECHNOLOGY LTD A,XSHE,0.14,14.82,"37,299","552,771","552,771",Information Technology,BW9LDQ4
600383,GEMDALE CORP A,XSHG,0.14,12.95,"42,300","547,785","547,785",Real Estate,6320973
601238,GUANGZHOU AUTOMOBILE GROUP LTD A,XSHG,0.14,13.2,"41,060","541,992","541,992",Consumer Discretionary,B7TC005
600085,BEIJING TONGRENTANG LTD A,XSHG,0.14,42.97,"12,606","541,680","541,680",Health Care,6003542
2252,SHANGHAI RAAS BLOOD PRODUCTS LTD A,XSHE,0.14,6.9,"76,633","528,768","528,768",Health Care,B39RLP4
783,CHANGJIANG SECURITIES LTD A,XSHE,0.13,7.19,"72,800","523,432","523,432",Financials,6016670
2007,HUALAN BIOLOGICAL ENGINEERING INC,XSHE,0.13,25.57,"20,400","521,628","521,628",Health Care,B01KM02
600795,GD POWER DEVELOPMENT LTD A,XSHG,0.13,2.86,"182,100","520,806","520,806",Utilities,6107284
300413,MANGO EXCELLENT MEDIA LTD A,XSHE,0.13,36.08,"14,040","506,563","506,563",Communication,BV86QT7
300759,PHARMARON BEIJING LTD A,XSHE,0.13,105.49,"4,800","506,352","506,352",Health Care,BJ1FCY4
601788,EVERBRIGHT SECURITIES LTD A,XSHG,0.13,14.15,"35,300","499,495","499,495",Financials,B3WTV80
300003,LEPU MEDICAL TECHNOLOGY BEIJING LT,XSHE,0.13,20.85,"23,800","496,230","496,230",Health Care,B4MQG05
300628,YEALINK NETWORK TECHNOLOGY LTD A,XSHE,0.13,74.77,"6,600","493,482","493,482",Information Technology,BF04KS4
603833,OPPEIN HOME GROUP INC A,XSHG,0.13,134.11,"3,678","493,257","493,257",Consumer Discretionary,BDFC7R7
300999,YIHAI KERRY ARAWANA HOLDINGS LTD A,XSHE,0.13,57.93,"8,500","492,405","492,405",Consumer Staples,BJLL673
600109,SINOLINK SECURITIES LTD A,XSHG,0.12,10.63,"45,700","485,791","485,791",Financials,6093048
300033,HITHINK ROYALFLUSH INFORMATION NET,XSHE,0.12,115.64,"4,200","485,688","485,688",Financials,B4ZW310
601799,CHANGZHOU XINGYU AUTOMOTIVE LIGHTI,XSHG,0.12,156.01,"3,100","483,631","483,631",Consumer Discretionary,B3WRRF3
301,JIANGSU EASTERN SHENGHONG LTD A,XSHE,0.12,17.78,"27,100","481,838","481,838",Materials,6246336
688012,ADVANCED MICRO-FABRICATION EQUIPME,XSHG,0.12,114.56,"4,200","481,152","481,152",Information Technology,BJHFJW5
2841,GUANGZHOU SHIYUAN ELECTRONIC TECHN,XSHE,0.12,77.39,"6,200","479,818","479,818",Information Technology,BD2Z4Y5
708,CITIC PACIFIC SPECIAL STEEL GROUP,XSHE,0.12,25.19,"19,000","478,610","478,610",Materials,6268363
